anime_id,name,genre,type,episodes,ave_rating,members,all_content
27821,Fate/stay night: Unlimited Blade Works - Prologue,"Action, Fantasy, Magic, Shounen, Supernatural",Special,1,8,106382,action fantasy magic shounen supernatural special 8
28725,Kokoro ga Sakebitagatterunda.,"Drama, Romance, School",Movie,1,8,59652,drama romance school movie 8
585,Mimi wo Sumaseba,"Adventure, Drama, Fantasy, Romance, Slice of Life",Movie,1,8,94435,adventure drama fantasy romance slice of life movie 8
16067,Nagi no Asukara,"Drama, Fantasy, Romance",TV,26,8,224947,drama fantasy romance tv 8
30,Neon Genesis Evangelion,"Action, Dementia, Drama, Mecha, Psychological, Sci-Fi",TV,26,8,461946,action dementia drama mecha psychological scifi tv 8
31490,One Piece Film: Gold,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,8,18642,action adventure comedy drama fantasy shounen movie 8
759,Tokyo Godfathers,"Comedy, Drama",Movie,1,8,89424,comedy drama movie 8
6,Trigun,"Action, Comedy, Sci-Fi",TV,26,8,283069,action comedy scifi tv 8
6864,xxxHOLiC Rou,"Mystery, Supernatural",OVA,2,8,36353,mystery supernatural ova 8
9735,Gintama: Shinyaku Benizakura-hen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Special,1,8,14002,action comedy historical parody samurai scifi shounen special 8
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,8,88164,drama magic psychological thriller movie 8
11123,Sekaiichi Hatsukoi 2,"Comedy, Drama, Romance, Shounen Ai",TV,12,8,69253,comedy drama romance shounen ai tv 8
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"Comedy, Drama, Romance, School",TV,13,8,222994,comedy drama romance school tv 8
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,"Comedy, Romance, School",OVA,1,8,35120,comedy romance school ova 8
962,Aria The Natural,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,26,8,39596,fantasy scifi shounen slice of life tv 8
1519,Black Lagoon: The Second Barrage,"Action, Seinen",TV,12,8,203233,action seinen tv 8
2167,Clannad,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,23,8,566690,comedy drama romance school slice of life supernatural tv 8
16706,Kami nomi zo Shiru Sekai: Megami-hen,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,8,142612,comedy harem romance shounen supernatural tv 8
5681,Summer Wars,"Comedy, Sci-Fi",Movie,1,8,223359,comedy scifi movie 8
3901,Baccano! Specials,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",Special,3,8,100412,action comedy historical mystery seinen supernatural special 8
6467,Detective Conan Movie 14: The Lost Ship in the Sky,"Action, Mystery, Police, Shounen",Movie,1,8,20602,action mystery police shounen movie 8
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,"Game, Psychological, Seinen, Thriller",TV,26,8,55566,game psychological seinen thriller tv 8
22507,Initial D Final Stage,"Cars, Seinen, Sports",TV,4,8,19702,cars seinen sports tv 8
3701,Kaiba,"Adventure, Mystery, Romance, Sci-Fi",TV,12,8,56927,adventure mystery romance scifi tv 8
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",Special,1,8,17247,action adventure comedy drama fantasy shounen super power special 8
33255,Saiki Kusuo no Ψ-nan (TV),"Comedy, School, Shounen, Supernatural",TV,120,8,47092,comedy school shounen supernatural tv 8
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Movie,1,8,60637,comedy drama fantasy magic romance shoujo movie 8
265,Hajime no Ippo: Mashiba vs. Kimura,"Comedy, Shounen, Sports",OVA,1,8,40623,comedy shounen sports ova 8
25681,Kamisama Hajimemashita◎,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,12,8,91796,comedy demons fantasy romance shoujo supernatural tv 8
4722,Skip Beat!,"Comedy, Drama, Romance, Shoujo",TV,25,8,134818,comedy drama romance shoujo tv 8
24277,Yowamushi Pedal: Grande Road,"Comedy, Drama, Shounen, Sports",TV,24,8,50778,comedy drama shounen sports tv 8
239,Gankutsuou,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24,8,103828,drama mystery scifi supernatural thriller tv 8
512,Majo no Takkyuubin,"Adventure, Comedy, Drama, Fantasy, Magic, Romance",Movie,1,8,152331,adventure comedy drama fantasy magic romance movie 8
4477,Nodame Cantabile: Paris-hen,"Comedy, Josei, Music, Romance, Slice of Life",TV,11,8,70822,comedy josei music romance slice of life tv 8
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",Special,1,8,24707,action adventure comedy drama fantasy shounen super power special 8
31174,Osomatsu-san,"Comedy, Parody",TV,25,8,60988,comedy parody tv 8
23327,Space☆Dandy 2nd Season,"Comedy, Sci-Fi, Space",TV,13,8,60918,comedy scifi space tv 8
5365,Tsumiki no Ie,Drama,Movie,1,8,45189,drama movie 8
3702,Detroit Metal City,"Comedy, Music",OVA,12,8,104893,comedy music ova 8
3167,Eve no Jikan,"Sci-Fi, Slice of Life",ONA,6,8,99074,scifi slice of life ona 8
7465,Eve no Jikan (Movie),"Sci-Fi, Slice of Life",Movie,1,8,66376,scifi slice of life movie 8
7054,Kaichou wa Maid-sama!,"Comedy, Romance, School, Shoujo",TV,26,8,391628,comedy romance school shoujo tv 8
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,"Adventure, Sci-Fi, Shounen",OVA,13,8,23701,adventure scifi shounen ova 8
23283,Zankyou no Terror,"Psychological, Thriller",TV,11,8,342893,psychological thriller tv 8
2025,Darker than Black: Kuro no Keiyakusha,"Action, Mystery, Sci-Fi, Super Power",TV,25,8,440334,action mystery scifi super power tv 8
235,Detective Conan,"Adventure, Comedy, Mystery, Police, Shounen",TV,2,8,114702,adventure comedy mystery police shounen tv 8
1364,Detective Conan Movie 05: Countdown to Heaven,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8,25432,adventure comedy mystery police shounen movie 8
18689,Diamond no Ace,"Comedy, School, Shounen, Sports",TV,75,8,81384,comedy school shounen sports tv 8
22043,Fairy Tail (2014),"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,102,8,255076,action adventure comedy fantasy magic shounen tv 8
31988,Hibike! Euphonium 2,"Drama, Music, School",TV,13,8,47716,drama music school tv 8
20899,JoJo no Kimyou na Bouken: Stardust Crusaders,"Action, Adventure, Drama, Shounen, Supernatural",TV,24,8,120089,action adventure drama shounen supernatural tv 8
1453,Maison Ikkoku,"Comedy, Drama, Romance, Slice of Life",TV,96,8,22079,comedy drama romance slice of life tv 8
23623,Non Non Biyori Repeat,"Comedy, School, Seinen, Slice of Life",TV,12,8,64230,comedy school seinen slice of life tv 8
1559,Shijou Saikyou no Deshi Kenichi,"Action, Comedy, Martial Arts, School, Shounen",TV,50,8,129112,action comedy martial arts school shounen tv 8
1382,Yuusha-Ou GaoGaiGar Final,"Adventure, Drama, Mecha, Sci-Fi, Shounen",OVA,8,8,5001,adventure drama mecha scifi shounen ova 8
23289,Gekkan Shoujo Nozaki-kun,"Comedy, Romance, School",TV,12,8,292622,comedy romance school tv 8
18,Initial D Fourth Stage,"Action, Cars, Drama, Seinen, Sports",TV,24,8,41584,action cars drama seinen sports tv 8
4814,Junjou Romantica 2,"Comedy, Drama, Romance, Shounen Ai",TV,12,8,87617,comedy drama romance shounen ai tv 8
16662,Kaze Tachinu,"Drama, Historical, Romance",Movie,1,8,75359,drama historical romance movie 8
12031,Kingdom,"Action, Historical, Military, Seinen",TV,38,8,54211,action historical military seinen tv 8
8129,Kuragehime,"Comedy, Josei, Slice of Life",TV,11,8,108053,comedy josei slice of life tv 8
14513,Magi: The Labyrinth of Magic,"Action, Adventure, Fantasy, Magic, Shounen",TV,25,8,317513,action adventure fantasy magic shounen tv 8
2581,Mobile Suit Gundam 00,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,25,8,120351,action drama mecha military scifi space tv 8
30015,ReLIFE,"Romance, School, Slice of Life",TV,13,8,202249,romance school slice of life tv 8
6171,Saint Seiya: The Lost Canvas - Meiou Shinwa,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural",OVA,13,8,40355,action adventure martial arts shounen super power supernatural ova 8
1827,Seirei no Moribito,"Action, Adventure, Fantasy, Historical",TV,26,8,106888,action adventure fantasy historical tv 8
25013,Akatsuki no Yona,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo",TV,24,8,216674,action adventure comedy fantasy romance shoujo tv 8
1367,Detective Conan Movie 08: Magician of the Silver Sky,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8,23130,adventure comedy mystery police shounen movie 8
27833,Durarara!!x2 Ketsu,"Action, Mystery, Supernatural",TV,12,8,115295,action mystery supernatural tv 8
26213,Free!: Eternal Summer Special,"Comedy, School, Slice of Life",Special,1,8,36091,comedy school slice of life special 8
1974,Glass no Kamen (2005),"Drama, Shoujo",TV,51,8,17038,drama shoujo tv 8
8425,Gosick,"Drama, Historical, Mystery, Romance",TV,24,8,232113,drama historical mystery romance tv 8
12069,Hajime no Ippo: Boxer no Kobushi,"Comedy, Drama, Shounen, Sports",Special,1,8,20157,comedy drama shounen sports special 8
185,Initial D First Stage,"Action, Cars, Drama, Seinen, Sports",TV,26,8,68128,action cars drama seinen sports tv 8
18679,Kill la Kill,"Action, Comedy, School, Super Power",TV,24,8,508118,action comedy school super power tv 8
2034,Lovely★Complex,"Comedy, Romance, Shoujo",TV,24,8,235003,comedy romance shoujo tv 8
437,Perfect Blue,"Dementia, Drama, Horror, Psychological",Movie,1,8,117565,dementia drama horror psychological movie 8
721,Princess Tutu,"Comedy, Fantasy, Magic, Romance",TV,38,8,73218,comedy fantasy magic romance tv 8
12477,Sakasama no Patema,"Sci-Fi, Seinen",Movie,1,8,89749,scifi seinen movie 8
4938,Tsubasa: Shunraiki,"Action, Adventure, Drama, Fantasy, Magic, Mystery, Romance, Shounen, Supernatural",OVA,2,8,40420,action adventure drama fantasy magic mystery romance shounen supernatural ova 8
2402,Ashita no Joe,"Drama, Sports",TV,79,8,15442,drama sports tv 8
6702,Fairy Tail,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,175,8,584590,action adventure comedy fantasy magic shounen tv 8
1566,Ghost in the Shell: Stand Alone Complex - Solid State Society,"Mecha, Military, Mystery, Police, Sci-Fi, Seinen",Special,1,8,55247,mecha military mystery police scifi seinen special 8
31741,Magi: Sinbad no Bouken (TV),"Action, Adventure, Fantasy, Magic, Shounen",TV,13,8,73480,action adventure fantasy magic shounen tv 8
440,Shoujo Kakumei Utena,"Drama, Fantasy, Psychological, Shoujo",TV,39,8,77464,drama fantasy psychological shoujo tv 8
4107,Tengen Toppa Gurren Lagann Movie: Gurren-hen,"Action, Comedy, Mecha",Movie,1,8,72933,action comedy mecha movie 8
1506,Detective Conan Movie 10: Requiem of the Detectives,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8,21789,adventure comedy mystery police shounen movie 8
2759,Evangelion: 1.0 You Are (Not) Alone,"Action, Mecha, Sci-Fi",Movie,1,8,194561,action mecha scifi movie 8
72,Full Metal Panic? Fumoffu,"Action, Comedy, School",TV,12,8,171086,action comedy school tv 8
3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,"Action, Drama, Military, Sci-Fi, Space",Movie,1,8,11808,action drama military scifi space movie 8
3783,Kara no Kyoukai 3: Tsuukaku Zanryuu,"Action, Drama, Mystery, Supernatural, Thriller",Movie,1,8,108720,action drama mystery supernatural thriller movie 8
3927,Mobile Suit Gundam 00 Second Season,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,25,8,86972,action drama mecha military scifi space tv 8
11597,Nisemonogatari,"Comedy, Mystery, Supernatural",TV,11,8,260062,comedy mystery supernatural tv 8
28025,Tsukimonogatari,"Comedy, Mystery, Supernatural",TV,4,8,111009,comedy mystery supernatural tv 8
24833,Ansatsu Kyoushitsu (TV),"Action, Comedy, School, Shounen",TV,22,8,312654,action comedy school shounen tv 8
29893,Aria The Avvenire,"Fantasy, Sci-Fi, Shounen, Slice of Life",Special,3,8,9500,fantasy scifi shounen slice of life special 8
27663,Baby Steps 2nd Season,"Romance, School, Shounen, Sports",TV,25,8,36251,romance school shounen sports tv 8
1482,D.Gray-man,"Action, Adventure, Comedy, Shounen",TV,103,8,334399,action adventure comedy shounen tv 8
3371,"Ginga Eiyuu Densetsu Gaiden: Senoku no Hoshi, Senoku no Hikari","Action, Military, Sci-Fi, Space",OVA,24,8,8621,action military scifi space ova 8
25313,Gintama: Jump Festa 2014 Special,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Special,1,8,13764,action comedy historical parody samurai scifi shounen special 8
1430,Lupin III: Cagliostro no Shiro,"Adventure, Comedy, Shounen",Movie,1,8,32732,adventure comedy shounen movie 8
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,"Action, Drama, Mecha, Sci-Fi, Space",TV,25,8,21210,action drama mecha scifi space tv 8
7720,Ookiku Furikabutte: Natsu no Taikai-hen,"Comedy, Sports",TV,13,8,22190,comedy sports tv 8
1914,Saiunkoku Monogatari 2nd Season,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,39,8,23160,adventure comedy drama fantasy historical romance tv 8
20371,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,"Comedy, Drama, Romance, Shounen Ai",Movie,1,8,23045,comedy drama romance shounen ai movie 8
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Drama, Slice of Life, Supernatural",Movie,1,8,95241,drama slice of life supernatural movie 8
2164,Dennou Coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi",TV,26,8,76860,adventure comedy drama mystery scifi tv 8
237,Eureka Seven,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,8,239570,adventure drama mecha romance scifi tv 8
2449,Ghost in the Shell: Stand Alone Complex - The Laughing Man,"Action, Mecha, Mystery, Police, Psychological, Sci-Fi, Seinen",Special,1,8,21435,action mecha mystery police psychological scifi seinen special 8
10643,Gintama: Dai Hanseikai,"Action, Comedy, Parody, Samurai",Special,1,8,14728,action comedy parody samurai special 8
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,"Comedy, School, Slice of Life",OVA,2,8,5959,comedy school slice of life ova 8
135,Hikaru no Go,"Comedy, Game, Shounen, Supernatural",TV,75,8,69000,comedy game shounen supernatural tv 8
6045,Kimi ni Todoke,"Romance, School, Shoujo, Slice of Life",TV,25,8,309339,romance school shoujo slice of life tv 8
16001,Kokoro Connect: Michi Random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,4,8,106989,comedy drama romance school slice of life supernatural special 8
6211,Tokyo Magnitude 8.0,Drama,TV,11,8,121349,drama tv 8
232,Cardcaptor Sakura,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",TV,70,8,181249,adventure comedy drama fantasy magic romance school shoujo tv 8
4789,ef: A Tale of Melodies.,"Drama, Mystery, Romance, Supernatural",TV,12,8,103657,drama mystery romance supernatural tv 8
16918,Gin no Saji,"Comedy, School, Shounen, Slice of Life",TV,11,8,116261,comedy school shounen slice of life tv 8
16,Hachimitsu to Clover,"Comedy, Drama, Josei, Romance",TV,24,8,130646,comedy drama josei romance tv 8
1486,Kodomo no Omocha (TV),"Comedy, Drama, Romance, Shoujo",TV,102,8,27893,comedy drama romance shoujo tv 8
24997,Love Live! The School Idol Movie,"Music, School, Slice of Life",Movie,1,8,38118,music school slice of life movie 8
32902,Mahoutsukai no Yome: Hoshi Matsu Hito,"Fantasy, Magic",OVA,3,8,43372,fantasy magic ova 8
8063,Sekaiichi Hatsukoi OVA,"Comedy, Drama, Romance, Shounen Ai",OVA,2,8,35225,comedy drama romance shounen ai ova 8
25879,Working!!!,"Comedy, Romance, Slice of Life",TV,13,8,80763,comedy romance slice of life tv 8
889,Black Lagoon,"Action, Seinen",TV,12,8,332562,action seinen tv 8
21419,Detective Conan Movie 18: The Sniper from Another Dimension,"Action, Mystery, Police, Shounen",Movie,1,8,12151,action mystery police shounen movie 8
2952,Final Fantasy VII: Advent Children Complete,"Action, Fantasy, Super Power",OVA,1,8,77111,action fantasy super power ova 8
934,Higurashi no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural, Thriller",TV,26,8,359494,horror mystery psychological supernatural thriller tv 8
12189,Hyouka,"Mystery, School, Slice of Life",TV,22,8,372246,mystery school slice of life tv 8
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,"Adventure, Drama, Music, Sci-Fi",Music,1,8,31464,adventure drama music scifi music 8
1530,Kanon (2006),"Drama, Romance, Slice of Life, Supernatural",TV,24,8,163171,drama romance slice of life supernatural tv 8
9656,Kimi ni Todoke 2nd Season,"Romance, School, Shoujo, Slice of Life",TV,12,8,171866,romance school shoujo slice of life tv 8
20507,Noragami,"Action, Adventure, Shounen, Supernatural",TV,12,8,515378,action adventure shounen supernatural tv 8
31149,Persona 3 the Movie 4: Winter of Rebirth,"Action, Fantasy, Seinen, Supernatural",Movie,1,8,13359,action fantasy seinen supernatural movie 8
4918,xxxHOLiC Shunmuki,"Comedy, Drama, Mystery, Psychological, Supernatural",OVA,2,8,40401,comedy drama mystery psychological supernatural ova 8
14075,Zetsuen no Tempest,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen",TV,24,8,259900,action drama fantasy magic mystery psychological shounen tv 8
4772,Aria The Origination: Sono Choppiri Himitsu no Basho ni...,"Comedy, Shounen, Slice of Life",Special,1,8,11961,comedy shounen slice of life special 8
781,Detective Conan Movie 03: The Last Wizard of the Century,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8,26799,adventure comedy mystery police shounen movie 8
1363,Detective Conan Movie 04: Captured in Her Eyes,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8,25461,adventure comedy mystery police shounen movie 8
